qid,label,description,author,genre,form_of_creative_work,language,country,publication_date,publisher,instance_of,award_received,first_line,last_line,epigraph,genre_from_description,genre_clean,genre_combined,genre_standardized,publication_year,literary_period,country_grouped,text,text_filtered,fiction_type,is_predicted,prediction_confidence
Q2410919,The Domination,novel series by S. M. Stirling,S. M. Stirling,alternate history,,,,,,novel series,,,,,,alternate history,alternate history,speculative,,unknown,unknown,The Domination novel series by S. M. Stirling,the novel series by,speculative,False,
Q7804543,Tim and Pete,1993 novel by James Robert Baker,James Robert Baker,,novel,English,United States,+1993-00-00T00:00:00Z,Simon & Schuster,literary work,,,,,,,,,1993.0,contemporary,United States,Tim and Pete 1993 novel by James Robert Baker,and novel by,,False,
Q7960828,The Good Husband of Zebra Drive,novel by Alexander McCall Smith,Alexander McCall Smith,detective fiction,novel,English,Scotland,+2007-00-00T00:00:00Z,Birlinn Limited,literary work,,,,,,detective fiction,detective fiction,realistic,2007.0,modern,other,The Good Husband of Zebra Drive novel by Alexander McCall Smith,the good of novel by,realistic,False,
Q7744892,The Known World,2003 novel by Edward P. Jones,Edward P. Jones,historical prose literature,novel,English,United States,+2003-09-00T00:00:00Z,HarperCollins,written work,Pulitzer Prize for Fiction,,,,,historical prose literature,historical prose literature,realistic,2003.0,modern,United States,The Known World 2003 novel by Edward P. Jones,the novel by,realistic,False,
Q1401127,Purge,novel by Sofi Oksanen,Sofi Oksanen,historical prose literature,,Finnish,Finland,+2008-04-00T00:00:00Z,,literary work,Finlandia Award,,,,,historical prose literature,historical prose literature,realistic,2008.0,modern,other,Purge novel by Sofi Oksanen,novel by,realistic,False,
Q8000801,Wild Seed,1980 novel by Octavia E. Butler,Octavia E. Butler,horror literature,novel,English,United States,+1980-07-00T00:00:00Z,Doubleday,literary work,,,,,,horror literature,horror literature,speculative,1980.0,contemporary,United States,Wild Seed 1980 novel by Octavia E. Butler,novel by,speculative,False,
Q123334072,Na drugą planetę,science fiction novel by Władysław Umiński,Władysław Umiński,science fiction,novel,Polish,,+1895-00-00T00:00:00Z,,literary work,,,,,science fiction,science fiction,science fiction,speculative,1895.0,victorian,unknown,Na drugą planetę science fiction novel by Władysław Umiński,drugą planetę science fiction novel by,speculative,False,
Q7460252,Shade's Children,1997 novel by Garth Nix,Garth Nix,fantasy,novel,English,Australia,+1997-09-00T00:00:00Z,HarperCollins,literary work,,,,,,fantasy,fantasy,speculative,1997.0,contemporary,Australia,Shade's Children 1997 novel by Garth Nix,'s novel by,speculative,False,
Q4186950,The Man in the Moone,1638 novel by Francis Godwin,Francis Godwin,science fiction,novel,Early Modern English,,+1638-00-00T00:00:00Z,,literary work,,,,,,science fiction,science fiction,speculative,1638.0,classical,unknown,The Man in the Moone 1638 novel by Francis Godwin,the man in the moone novel by,speculative,False,
Q4180222,The Life and Adventures of Santa Claus,1902 children's book,L. Frank Baum,origin story,,English,United States,+1912-04-12T00:00:00Z,,literary work,,,,,,origin story,origin story,other,1912.0,modernist,United States,The Life and Adventures of Santa Claus 1902 children's book,the and of children 's book,speculative,True,0.5859706826333319
Q1247666,The Secret Agent,novel by Joseph Conrad,Joseph Conrad,spy fiction,novel,English,United Kingdom of Great Britain and Ireland,+1907-09-00T00:00:00Z,Methuen Publishing,literary work,,,,,,spy fiction,spy fiction,realistic,1907.0,modernist,United Kingdom of Great Britain and Ireland,The Secret Agent novel by Joseph Conrad,the novel by,realistic,False,
Q2379553,Pharaoh,novel by Bolesław Prus,Bolesław Prus,historical fiction,novel,Polish,Poland,+1895-00-00T00:00:00Z,,literary work,,"W 33-im roku szczęśliwego panowania Ramzesa XII-go Egipt święcił dwie uroczystości, które prawowiernych jego mieszkańców napełniły dumą i słodyczą.","Dla prostaka figury podobne nie mają żadnej wartości i może niejeden zapytywał: naco one?… poco rzeźbią je z tak wielkim nakładem pracy?… Ale mędrzec ze czcią zbliża się do tych figur i ogarnąwszy je spojrzeniem, czyta w nich historje dawnych czasów, albo tajemnice mądrości.",,,historical fiction,historical fiction,realistic,1895.0,victorian,other,"Pharaoh W 33-im roku szczęśliwego panowania Ramzesa XII-go Egipt święcił dwie uroczystości, które prawowiernych jego mieszkańców napełniły dumą i słodyczą. Dla prostaka figury podobne nie mają żadnej wartości i może niejeden zapytywał: naco one?… poco rzeźbią je z tak wielkim nakładem pracy?… Ale mędrzec ze czcią zbliża się do tych figur i ogarnąwszy je spojrzeniem, czyta w nich historje dawnych czasów, albo tajemnice mądrości. novel by Bolesław Prus","33-im roku szczęśliwego panowania dwie uroczystości , które prawowiernych jego mieszkańców napełniły dumą i słodyczą . prostaka figury podobne nie mają wartości i może niejeden zapytywał : naco ? … poco rzeźbią je z tak wielkim nakładem pracy ? … mędrzec ze czcią zbliża się do tych figur i ogarnąwszy je spojrzeniem , czyta w nich historje dawnych czasów , albo tajemnice mądrości . novel by",realistic,False,
Q4182240,The Day Before the Revolution,science fiction 1974 short story by Ursula K. Le Guin,Ursula K. Le Guin,science fiction,short story,English,United States,+1974-08-00T00:00:00Z,,literary work,Locus Award for Best Short Story,,,,science fiction,science fiction,science fiction,speculative,1974.0,contemporary,United States,The Day Before the Revolution science fiction 1974 short story by Ursula K. Le Guin,the before the science fiction short story by,speculative,False,
Q13385022,Robot Dreams,1986 short story collection by Isaac Asimov,Isaac Asimov,eclogite,short story collection,American English,United States,+1986-00-00T00:00:00Z,Berkley Books,literary work,,,,,,eclogite,eclogite,other,1986.0,contemporary,United States,Robot Dreams 1986 short story collection by Isaac Asimov,short story collection by,speculative,True,0.6286125487175234
Q16386158,Hunter,1989 novel by William Luther Pierce,William Luther Pierce,,novel,English,United States,+1989-01-01T00:00:00Z,National Vanguard Books,literary work,,"As he pulled into the parking slot near the edge of the huge, asphalt lot an empty beer can crunched under one of the front wheels of the car.",But after that it would be time to do some more hunting.,,,,,,1989.0,contemporary,United States,"Hunter As he pulled into the parking slot near the edge of the huge, asphalt lot an empty beer can crunched under one of the front wheels of the car. But after that it would be time to do some more hunting. 1989 novel by William Luther Pierce","as he pulled into the parking slot near the edge of the huge , asphalt lot an empty beer can crunched under of the front wheels of the car . but after that it would be time to do some more hunting . novel by",speculative,True,0.6065237377483519
Q109016778,"Love, Anger, Madness",novel by Marie Vieux-Chauvet,Marie Vieux-Chauvet,,,,,+1968-00-00T00:00:00Z,,written or drawn work,,,,,,,,,1968.0,postwar,unknown,"Love, Anger, Madness novel by Marie Vieux-Chauvet",", , novel by",,False,
Q123399542,Brother Jonathan,1825 historical novel by John Neal,John Neal,,novel,English,,,,literary work,,,,,historical,,historical,realistic,,unknown,unknown,Brother Jonathan 1825 historical novel by John Neal,historical novel by,realistic,False,
Q971152,The Dream of a Ridiculous Man,short story by Fyodor Dostoyevsky written in 1877,Fyodor Dostoyevsky,,short story,Russian,,+1877-00-00T00:00:00Z,,literary work,,Я смешной человек.,,,,,,,1877.0,victorian,unknown,The Dream of a Ridiculous Man Я смешной человек. short story by Fyodor Dostoyevsky written in 1877,the of a ridiculous . short story by written in,speculative,True,0.588340694186139
Q6900703,Monkey,"novel by Wu Ch'eng-En, translated by Arthur Waley",Wu Cheng'en,gods and demons fiction,novel,Chinese,People's Republic of China,+1942-00-00T00:00:00Z,Penguin Classics,"version, edition or translation",,,,,,gods and demons fiction,gods and demons fiction,other,1942.0,modernist,other,"Monkey novel by Wu Ch'eng-En, translated by Arthur Waley","novel by , translated by",speculative,True,0.53921324939054
Q96387041,Laura Dean Keeps Breaking Up with Me,graphic novel,Mariko Tamaki,,,English,,,First Second Books,graphic novel,,,,,,,,,,unknown,unknown,Laura Dean Keeps Breaking Up with Me graphic novel,up with graphic novel,speculative,True,0.597367421148564
Q8041469,"X-Men: God Loves, Man Kills",1982 graphic novel,,,,English,United States,+1982-01-01T00:00:00Z,Marvel Comics,graphic novel,,,,,,,,,1982.0,contemporary,United States,"X-Men: God Loves, Man Kills 1982 graphic novel","x-men : loves , graphic novel",realistic,True,0.5129404578414865
Q15052505,When You Reach Me,novel by Rebecca Stead,Rebecca Stead,science fiction,novel,English,United States,+2009-07-14T00:00:00Z,Random House,literary work,Newbery Medal,,,,,science fiction,science fiction,speculative,2009.0,modern,United States,When You Reach Me novel by Rebecca Stead,when you reach me novel by,speculative,False,
Q1248760,Gentlemen Prefer Blondes,1925 comic novel by Anita Loos,Anita Loos,epistolary novel,novel,American English,United States,+1925-00-00T00:00:00Z,Boni & Liveright,literary work,,A gentleman friend and I were dining at the Ritz last evening and he said that if I took a pencil and a paper and put down all of my thoughts it would make a book.,,,,epistolary novel,epistolary novel,realistic,1925.0,modernist,United States,Gentlemen Prefer Blondes A gentleman friend and I were dining at the Ritz last evening and he said that if I took a pencil and a paper and put down all of my thoughts it would make a book. 1925 comic novel by Anita Loos,gentlemen blondes gentleman friend and i were dining at the last evening and he said that if i took a pencil and a paper and put down all of my thoughts it would make a book . comic novel by,realistic,False,
Q3503215,Imperial Bedrooms,novel by Bret Easton Ellis,Bret Easton Ellis,metafiction,novel,English,United States,+2010-06-15T00:00:00Z,Alfred A. Knopf,literary work,,,,,,metafiction,metafiction,other,2010.0,modern,United States,Imperial Bedrooms novel by Bret Easton Ellis,novel by,other,False,
Q3706366,Dhalgren,1975 novel by Samuel R. Delany,Samuel R. Delany,LGBT-related literature,novel,English,United States,+1975-01-00T00:00:00Z,Bantam Books,literary work,20th Century's Greatest Hits: 100 English-Language Books of Fiction,,,,,LGBT-related literature,LGBT-related literature,other,1975.0,contemporary,United States,Dhalgren 1975 novel by Samuel R. Delany,novel by,other,False,
Q3009892,Dead Man's Walk,1995 novel by Larry McMurtry,Larry McMurtry,Western novel,novel,English,United States,+1995-09-00T00:00:00Z,Simon & Schuster,written work,,,,,,Western novel,Western novel,realistic,1995.0,contemporary,United States,Dead Man's Walk 1995 novel by Larry McMurtry,dead 's walk novel by,realistic,False,
Q18393840,The Sword of Summer,"American children's novel, 2015, first in the Magnus Chase series (Percy Jackson universe)",Rick Riordan,Norse mythology,novel,American English,United States,+2015-10-06T00:00:00Z,Disney Publishing Worldwide,literary work,,,,,,Norse mythology,Norse mythology,other,2015.0,modern,United States,"The Sword of Summer American children's novel, 2015, first in the Magnus Chase series (Percy Jackson universe)","the of children 's novel , , first in the series ( universe )",speculative,True,0.6084435278861924
Q677978,The Lady in the Lake,novel by Raymond Chandler,Raymond Chandler,noir fiction,novel,English,United States,+1943-00-00T00:00:00Z,,literary work,,,,,,noir fiction,noir fiction,realistic,1943.0,modernist,United States,The Lady in the Lake novel by Raymond Chandler,the in the novel by,realistic,False,
Q3010971,The Living and the Dead,1954 novel by Boileau-Narcejac,Boileau-Narcejac,mystery fiction,,French,France,+1954-00-00T00:00:00Z,Hutchinson,written work,,,,,,mystery fiction,mystery fiction,realistic,1954.0,postwar,France,The Living and the Dead 1954 novel by Boileau-Narcejac,the and the dead novel by,realistic,False,
Q16386134,How the García Girls Lost Their Accents,novel by Julia Alvarez,Julia Alvarez,,novel,English,United States,+1991-00-00T00:00:00Z,,literary work,,,,,,,,,1991.0,contemporary,United States,How the García Girls Lost Their Accents novel by Julia Alvarez,how the novel by,speculative,True,0.590435091387368
Q207964,Digital Fortress,1998 novel by Dan Brown,Dan Brown,techno-thriller,novel,English,United States,+1998-00-00T00:00:00Z,St. Martin's Press,literary work,,,,,,techno-thriller,techno-thriller,realistic,1998.0,contemporary,United States,Digital Fortress 1998 novel by Dan Brown,novel by,realistic,False,
Q112731328,The Fall of Númenor,book by J. R. R. Tolkien,J. R. R. Tolkien,fantasy,,British English,,+2022-00-00T00:00:00Z,,literary work,,,,,,fantasy,fantasy,speculative,2022.0,modern,unknown,The Fall of Númenor book by J. R. R. Tolkien,the fall of book by,speculative,False,
Q101450618,Women's Barracks,bestselling work of lesbian pulp fiction,Tereska Torrès,,,,,,,book,,,,,,,,,,unknown,unknown,Women's Barracks bestselling work of lesbian pulp fiction,'s bestselling work of lesbian pulp fiction,speculative,True,0.6841795101182211
Q20992497,Uprooted,2015 novel by Naomi Novik,Naomi Novik,fantasy,novel,American English,United States,+2015-05-19T00:00:00Z,Del Rey Books,literary work,Locus Award for Best Fantasy Novel,,,,,fantasy,fantasy,speculative,2015.0,modern,United States,Uprooted 2015 novel by Naomi Novik,uprooted novel by,speculative,False,
Q16385319,Comanche Moon,novel by Larry McMurtry,Larry McMurtry,Western novel,,English,United States,+1997-11-24T00:00:00Z,Simon & Schuster,literary work,Spur Award for Best Novel of the West,,,,,Western novel,Western novel,realistic,1997.0,contemporary,United States,Comanche Moon novel by Larry McMurtry,novel by,realistic,False,
Q4384270,A Voyage to Arcturus,novel by David Lindsay,David Lindsay,science fiction,novel,British English,United Kingdom,+1920-00-00T00:00:00Z,Methuen Publishing,written work,,,,,,science fiction,science fiction,speculative,1920.0,modernist,United Kingdom,A Voyage to Arcturus novel by David Lindsay,a voyage to novel by,speculative,False,
